Address En,District Id,Lat,Lgt
Junction of Public Square Street and Cliff Road ( Near Yaumati Kaifong Association School),Yau Tsim Mong,22.310346,114.171845
Kimberley Street RCP (Near The Kimberley Hotel),Yau Tsim Mong,22.30027,114.17363
Junction of Kimberley Road and Austin Road,Yau Tsim Mong,22.302334,114.175512
Mody Road (near South Seas Centre),Yau Tsim Mong,22.299507,114.179213
"Subway Entrance at Peking Road, near Ashley Road",Yau Tsim Mong,22.296234,114.170499
Junction of Tung Kun Street and Ching Ping Street,Yau Tsim Mong,22.311044,114.16787
Junction of Temple Street and Market Street (near Market Street RCP),Yau Tsim Mong,22.30966,114.1707
"Kwun Chung Street RCP, 17 Bowring Street",Yau Tsim Mong,22.30467,114.16855
Outside Auto Plaza RCP,Yau Tsim Mong,22.298358,114.176796
"Junction between Mody Road and Chatham Road South [Pavement outside Tsim Sha Tsui East (Mody Road) Bus Terminus], Tsim Sha Tsui",Yau Tsim Mong,22.297193,114.175631
Pavement opposite to Haiphong Road RCP,Yau Tsim Mong,22.298004,114.169779
Pavement at \junction of Bowring Street and Parkes Street (pavement outside 37 Parkes Street),Yau Tsim Mong,22.304324,114.170598
Pavement at junction of Man Cheong Street and Ferry Street,Yau Tsim Mong,22.308174,114.167098
Pavement outside the subway of 320 Canton Road,Yau Tsim Mong,22.303593,114.168051
Junction of Canton Road and Peking Road,Yau Tsim Mong,22.29595,114.16936
Junction of Middle Road and Salisbury Road,Yau Tsim Mong,22.294966,114.173562
Pavement at junction of Tak Sing Street and Cox’s Road,Yau Tsim Mong,22.304206,114.173551
Junction of Gascoigne Road and Jordan Road (behind Diocesan Girl School),Yau Tsim Mong,22.306929,114.173948
The exit of The Metropolis towards Harbourview Horizon (facing Princess Margret Road Link),Yau Tsim Mong,22.302182,114.184149
Pavement at the entrance of Hong Wing Path Pedestrian Footbridge,Yau Tsim Mong,22.302088,114.17927
Boundary Street (Opposite to pavement of Sycamore Street Rest Garden),Yau Tsim Mong,22.326221,114.162955
At side of 130 Lai Chi Kok Road,Yau Tsim Mong,22.325025,114.165314
Junction of Soy Street and Sai Yee Street,Yau Tsim Mong,22.31699,114.17215
Junction of Fife Street and Nathan Road (MTFR A1 Exit),Yau Tsim Mong,22.32025,114.168848
"Hoi Ting Road (near Block 1, Charming Garden)",Yau Tsim Mong,22.313967,114.163032
In front of 15-17 Lai Chi Kok Road,Yau Tsim Mong,22.322356,114.168426
Tai Kok Tsui Municipal Services Building,Yau Tsim Mong,22.322282,114.162829
Junction of Pok Man Street and Tai Kok Tsui Road,Yau Tsim Mong,22.319512,114.162043
Junction of Anchor Street and Tit Shu Street,Yau Tsim Mong,22.320161,114.163589
"Junction of Tung Choi Street and Boundary Street, outside the Church",Yau Tsim Mong,22.326268,114.169199
Pavement opposite to No.391 Reclamation Street,Yau Tsim Mong,22.3178,114.16796
Junction of Bute Street and Sai Yee Street (underneath of footbridge connected to Mong Kok East MTR Station),Yau Tsim Mong,22.322458,114.170999
The junction of Tong Mi Road and Fir Street,Yau Tsim Mong,22.321901,114.165311
Flower Market Path near Boundary Street,Yau Tsim Mong,22.32643,114.17205
Pavement outside the Lai Chi Kok Road/Canton Road Garden,Yau Tsim Mong,22.323775,114.166381
Junction of Ferry Street and Dundas Street (near footbridge),Yau Tsim Mong,22.314863,114.166983
Junction of Tung Chau Street and Chui Yu Road (Under car flyover),Yau Tsim Mong,22.325438,114.161744
Junction of Argyle Street and Luen Wan Street,Yau Tsim Mong,22.32004,114.17232
Junction of Dundas Street and Waterloo Road,Yau Tsim Mong,22.31584,114.17329
Junction of Sham Mong Road and Ivy Street,Yau Tsim Mong,22.32163,114.15993
Cheung Sha Wan Road/Cheung Shun Street Playground,Sham Shui Po,22.33618,114.14589
Baker Street RCP,Kowloon City,22.307111,114.18376
Man Wan Road RCP,Kowloon City,22.31853,114.17825
Broadcast Drive (Adjacent to Broadcast Drive Garden),Kowloon City,22.3433,114.18228
Hok Yuen Street RCP,Kowloon City,22.310652,114.187141
Junction between Perth Street and Shek Ku Street,Kowloon City,22.321024,114.179733
7A Pentland Street (between Boundary Street & Prince Edward Road West),Kowloon City,22.326939,114.184341
Junction of Sheung Shing Street and Sheung Lok Street,Kowloon City,22.319866,114.182233
No.6 Ho Man Tin Street,Kowloon City,22.317188,114.174781
"Opposite to Crescent Mansion, Ho Man Tin Hill Road",Kowloon City,22.316031,114.176992
Junction of La Salle Road and Hereford Road,Kowloon City,22.333923,114.181986
Junction of Ede Road and Beacon Hill Road,Kowloon City,22.343472,114.176112
Junction of Ma Tau Wai Road and Sheung Heung Road,Kowloon City,22.318948,114.187712
Junction of Sung On Street and Bailey Street (Near Kowloon City Gov’t Offices),Kowloon City,22.31212,114.18951
"Emma Avenue, near Emma Place",Kowloon City,22.31957,114.175586
Prince Edward Road West near the underneath Flyover of Waterloo Road,Kowloon City,22.32569,114.178499
No.10 Shun Yung Street(Opposite to staff quarter of Immigration Department,Kowloon City,22.31129,114.18477
At side of Nga Tsin Wai Road Sitting-out Area,Kowloon City,22.32924,114.18344
"No. 50 Po Loi Street, Hung Hom",Kowloon City,22.30562,114.18654
Kwei Chow Street RCP,Kowloon City,22.31578,114.19161
"Junction of Tak Ku Ling Road and Carpenter Road (near No.86, Tak Ku Ling Road)",Kowloon City,22.330447,114.191561
To Kwa Wan Road (near Ma Tau Wai Road/To Kwa Wan Recreation Ground),Kowloon City,22.314959,114.18823
Pavement at Junction of Chi Kiang Street and Sung On Street,Kowloon City,22.314489,114.19028
Pavement outside Lannox Gardens at Junction of Lancashire Road and Ho Tung Road,Kowloon City,22.330292,114.179918
Junction of Sheung Shing Street and Tin Kwong Road (near Tang King Po School),Kowloon City,22.31998,114.18567
Pavement at Hung Lok Road. (near 6X minibus station and opposite to Harbourview Horizon),Kowloon City,22.30239,114.18566
Junction of Cornwall Street and Kent Road,Kowloon City,22.340022,114.176023
Ede Road (near Ede Road Playground),Kowloon City,22.342605,114.177604
Junction of Ma Tau Wai Road and Farm Road (near Majestic Park),Kowloon City,22.321336,114.187387
Shing Kai Road near Ching Long Shopping Centre (near lamp post DF3649),Kowloon City,22.32992,114.20464
Choi Hung Public Transport Interchange at Choi Yee Lane (near Canossa Primary School (San Po Kong)),Wong Tai Sin,22.33747,114.20154
Outside Yuk Wah Crescent RCP,Wong Tai Sin,22.346938,114.201068
Hong Keung Street Rest Garden,Wong Tai Sin,22.33478,114.1968
Yee On Street (near Yee On Street Market),Kwun Tong,22.31542,114.22166
Lam Tin Public Transport Interchange,Kwun Tong,22.30701,114.23367
Pavement at Kung Lok Road (Near King Hing Court),Kwun Tong,22.317207,114.220079
Pavement outside Cha Kwo Ling Road Public Toilet,Kwun Tong,22.30059,114.22832
Junction at Kung Lok Road and Hong Lee Road,Kwun Tong,22.31856,114.22192
"Hong Kong Park Sports Centre, 29 Cotton Tree Drive",Central and Western,22.277317,114.159278
"Hong Kong Zoological and Botanical Gardens, Albany Road",Central and Western,22.278318,114.155959
"Open Space Between Pier 9 and 10, Man Kwong Street, Central",Central and Western,22.285155,114.161976
"Statue Square Gardens, Chater Road, Central (near Prince's Building)",Central and Western,22.281345,114.159614
"Chater Garden, Chater Road, Central (near entrance at Queensway)",Central and Western,22.280164,114.161346
Hong Kong City Hall,Central and Western,22.282316,114.161371
"Kwong Hon Terrace Garden, Aberdeen Street, Sheung Wan (near entrance at Aberdeen Street)",Central and Western,22.282512,114.151728
"Kennedy Town Swimming Pool, 2 Sai Cheung Street North, Kennedy Town",Central and Western,22.285622,114.131284
"Belcher Bay Park, Kennedy Town Praya",Central and Western,22.284289,114.129718
"King George V Memorial Park, Hong Kong, Eastern Street",Central and Western,22.285963,114.144904
"Shek Tong Tsui Sports Centre, 5 & 6/F, 470 Queen’s Road West",Central and Western,22.285788,114.135718
"Sun Yat Sen Memorial Park Sports Centre, G/F & 2/F, 18 Eastern Street North, Sai Ying Pun",Central and Western,22.290134,114.143609
"Sheung Wan Sports Centre, 12/F, 345 Queen’s Road Central",Central and Western,22.28594,114.148952
"Smithfield Road Sports Centre, 5/F, 12K Smithfield Road, Kennedy Town",Central and Western,22.281874,114.128363
"Kennedy Road Playground, Kennedy Road, Central (at basketball court)",Central and Western,22.276429,114.156531
"Sun Yat Sen Memorial Park, Eastern Street North, Sai Ying Pun",Central and Western,22.289623,114.146162
"Sun Yat Sen Memorial Park Swimming Pool, 16 Eastern Street North, Sai Ying Pun",Central and Western,22.289657,114.144786
"C&W District Promenade - Sheung Wan Section, Chung Kong Road",Central and Western,22.289101,114.149488
"Tamar Park, Harcourt Road, Admiralty, Hong Kong",Central and Western,22.282241,114.165667
Sheung Wan Civic Centre,Central and Western,22.285954,114.149808
"Central & Western District Promenade (Central Section) Lung Wo Road, Admiralty",Central and Western,22.283229,114.16565
Victoria Park Swimming Pool,Wan Chai,22.282927,114.19053
Island East Sports Centre,Eastern,22.284761,114.222539
Victoria Park,Wan Chai,22.282107,114.191031
Quarry Bay Park (near Taikoo Shing),Eastern,22.288244,114.215308
Lei Yue Mun Park,Eastern,22.277883,114.232427
Siu Sai Wan Sports Ground,Eastern,22.267295,114.24853
Aldrich Bay Playground,Eastern,22.278829,114.227155
Braemar Hill Road Playground,Eastern,22.283709,114.199324
Chai Wan Park (near Tsui Wan Street),Eastern,22.26764,114.238651
Choi Sai Woo Park,Eastern,22.286242,114.201306
Factory Street Playground,Eastern,22.276706,114.23004
Hang Fa Chuen Playground,Eastern,22.274283,114.24169
Healthy Village Playground,Eastern,22.290858,114.205589
King’s Road Playground,Eastern,22.292176,114.203239
Law Uk Folk Museum Rest Garden,Eastern,22.263891,114.235966
Pak Fuk Road Playground,Eastern,22.290191,114.206971
Provident Garden,Eastern,22.292191,114.196575
Quarry Bay Park (near Lei King Wan),Eastern,22.287903,114.222275
Wing Tai Road Garden,Eastern,22.269891,114.239413
Cloud View Road Service Reservoir Playground,Eastern,22.284699,114.195459
Aldrich Bay Promenade,Eastern,22.284239,114.224752
Siu Sai Wan Promenade,Eastern,22.265051,114.252099
Hong Kong Museum of Coastal Defence,Eastern,22.282733,114.234552
Quarry Bay Sports Centre,Eastern,22.28374,114.211778
Aldrich Bay Park,Eastern,22.283254,114.223659
Siu Sai Wan Sports Centre,Eastern,22.283254,114.223659
Sai Wan Ho Sports Centre,Eastern,22.28211,114.222678
"Kwun Yam Beach, Cheung Chau",Islands,22.207032,114.034467
"Lo So Shing Beach, Lamma Island",Islands,22.20453,114.12291
"Hung Shing Yeh Beach, Lamma Island",Islands,22.21902,114.11975
"Tong Fuk Beach, Tong Fuk, Lantau",Islands,22.228098,113.93537
"Cheung Chau Tung Wan Beach, Cheung Chau",Islands,22.208814,114.031125
"Lower Cheung Sha Beach, Lantau",Islands,22.234425,113.954945
"Pui O Beach, Lantau",Islands,22.240048,113.976959
"Pui O Campsite, Lantau Island",Islands,22.239471,113.978835
Cheung Chau Sports Ground,Islands,22.20581,114.03311
"Cheung Chau Park, Tai Shek Hau, Cheung Chau",Islands,22.204874,114.024564
"Pui O Playground, Lantau",Islands,22.241502,113.977261
"Silver Mine Bay Beach, Lantau",Islands,22.270146,113.998757
"Man Tung Road Park,Lantau Island",Islands,22.291786,113.94108
Tung Chung North Park (Zone C),Islands,22.291918,113.951487
Tung Chung Man Tung Road Sports Centre,Islands,22.2906,113.943959
Tung Chung Swimming Pool,Islands,22.28946,113.93845
Cheung Chau Sports Centre,Islands,22.207749,114.031155
Tai Wan Shan Swimming Pool,Kowloon City,22.305374,114.192101
Ho Man Tin Sports Centre,Kowloon City,22.31193,114.181256
Kowloon Walled City Park,Kowloon City,22.332581,114.191304
Perth Street Sports Ground,Kowloon City,22.320895,114.181004
Kowloon Tsai Sports Ground,Kowloon City,22.329792,114.184286
Hutchison Park,Kowloon City,22.308238,114.191164
Oxford Road Playground,Kowloon City,22.328512,114.181025
Argyle Street Playground,Kowloon City,22.326361,114.189029
Tai Wan Shan Park,Kowloon City,22.306034,114.192291
Hoi Sham Park,Kowloon City,22.314557,114.191416
To Kwa Wan Recreation Ground,Kowloon City,22.31884,114.190987
Tin Kwong Road Tennis Court,Kowloon City,22.322912,114.185797
Kowloon Tsai Park,Kowloon City,22.333325,114.184007
Junction Road Park,Kowloon City,22.338882,114.18388
Carpenter Road Park,Kowloon City,22.331151,114.191259
Ko Shan Road Park,Kowloon City,22.313688,114.186278
Hung Hom Municipal Services Building Sports Centre,Kowloon City,22.307565,114.187436
To Kwa Wan Sports Centre,Kowloon City,22.319108,114.190392
Fat Kwong Street Sports Centre,Kowloon City,22.314906,114.181026
Kowloon City Sports Centre,Kowloon City,22.329852,114.189051
Ko Shan Theatre and New Wing,Kowloon City,22.313609,114.185843
Cornwall Street Children’s Playground,Kowloon City,22.33978,114.178542
Man Fuk Road Garden,Kowloon City,22.320111,114.177302
Tsing Yi Swimming Pool,Kwai Tsing,22.357314,114.10719
North Kwai Chung Jockey Club Swimming Pool,Kwai Tsing,22.372593,114.136679
Kwai Shing Swimming Pool,Kwai Tsing,22.35942,114.122613
Tsing Yi Sports Ground,Kwai Tsing,22.356178,114.107351
Wo Yi Hop Road Sports Ground,Kwai Tsing,22.374052,114.136807
Kwai Tsing Theatre,Kwai Tsing,22.356658,114.126069
Central Kwai Chung Park,Kwai Tsing,22.35699,114.13269
Osman Ramju Sadick Memorial Sports Centre,Kwai Tsing,22.361332,114.129791
Cheung Fat Sports Centre,Kwai Tsing,22.362549,114.103119
Fung Shue Wo Sports Centre,Kwai Tsing,22.355542,114.102743
Tsing Yi Sports Centre,Kwai Tsing,22.353965,114.106388
North Kwai Chung Tang Shiu Kin Sports Centre,Kwai Tsing,22.373724,114.137507
Lai King Sports Centre,Kwai Tsing,22.349628,114.127977
Tai Wo Hau Sports Centre,Kwai Tsing,22.370078,114.124686
Kwai Chung Sports Ground,Kwai Tsing,22.358519,114.12496
Tsing Yi Park,Kwai Tsing,22.354402,114.105014
Hing Fong Road Playground,Kwai Tsing,22.36148,114.13024
Tsing Yi Promenade,Kwai Tsing,22.35161,114.11468
Kwai Chung San Kui Park,Kwai Tsing,22.36677,114.13056
Shek Pai Street Park,Kwai Tsing,22.363367,114.137635
Shek Yam Lei Muk Road Park,Kwai Tsing,22.371171,114.137909
Tsing Yi Northeast Park,Kwai Tsing,22.361937,114.0981
Kwun Tong Swimming Pool,Kwun Tong,22.311054,114.229948
Jordan Valley Swimming Pool,Kwun Tong,22.323748,114.218164
Kowloon Bay Sports Ground,Kwun Tong,22.327172,114.209372
Hoi Bun Road Park,Kwun Tong,22.314696,114.215985
Kung Lok Road Playground,Kwun Tong,22.319495,114.21896
Hong Ning Road Recreation Ground,Kwun Tong,22.316844,114.22328
Yuet Wah Street Playground,Kwun Tong,22.314493,114.226704
Tsui Yip Street Playground,Kwun Tong,22.311456,114.222541
Sau Nga Road Playground,Kwun Tong,22.321326,114.226622
Shun Lee Tsuen Playground,Kwun Tong,22.330884,114.223412
Hiu Ming Street Playground,Kwun Tong,22.31548,114.23159
Lam Tin Services Reservoir Playground,Kwun Tong,22.309327,114.236784
Lam Tin Park,Kwun Tong,22.310488,114.240443
Laguna Park,Kwun Tong,22.307639,114.227382
Hong Ning Road Park,Kwun Tong,22.320637,114.224804
Jordan Valley Playground,Kwun Tong,22.324929,114.219355
Kowloon Bay Playground,Kwun Tong,22.326219,114.210413
Shun Lee Tsuen Park and Sports Centre,Kwun Tong,22.329812,114.225086
Lei Yue Mun Sports Centre,Kwun Tong,22.292042,114.238731
Kowloon Bay Sports Centre,Kwun Tong,22.326808,114.211513
Hiu Kwong Street Sports Centre,Kwun Tong,22.320284,114.227566
Lam Tin South Sports Centre,Kwun Tong,22.303862,114.238859
Ngau Tau Kok Road Sports Centre,Kwun Tong,22.321324,114.216222
Shui Wo Street Sports Centre,Kwun Tong,22.315559,114.224344
Yue Man Square Rest Garden,Kwun Tong,22.313912,114.224841
Kowloon Bay Park,Kwun Tong,22.327261,114.207387
Jodan Valley Park,Kwun Tong,22.33011,114.22146
Lam Tin Complex,Kwun Tong,22.308093,114.239518
Tong Mei Road Children’s Playground,Yau Tsim Mong,22.323018,114.165748
Yuen Po Street Bird Garden,Yau Tsim Mong,22.326088,114.173864
Lok Kwan Street Park,Yau Tsim Mong,22.323664,114.160461
MacPherson Playground (Near Shan Tung Street Entrance),Yau Tsim Mong,22.318413,114.17248
Boundary Street Recreation Ground,Yau Tsim Mong,22.325433,114.170526
Mong Kok Stadium,Yau Tsim Mong,22.32549,114.172029
Cherry Street Park,Yau Tsim Mong,22.315823,114.166037
Tai Kok Tsui Sports Centre,Yau Tsim Mong,22.322021,114.162793
Tai Kok Tsui Swimming Pool,Yau Tsim Mong,22.322021,114.162793
Sycamore Playground,Yau Tsim Mong,22.324353,114.163171
Chui Yu Road Rest Garden,Yau Tsim Mong,22.324473,114.158778
Kowloon Park,Yau Tsim Mong,22.302051,114.170135
"King George V Memorial Park, Kowloon",Yau Tsim Mong,22.305282,114.167636
Tsim Sha Tsui Promenade,Yau Tsim Mong,22.296984,114.177966
Urban Council Centenary garden (site 4),Yau Tsim Mong,22.298356,114.17634
Yau Ma Tei Community Centre Rest Garden,Yau Tsim Mong,22.309647,114.170238
King’s Park Hockey Ground,Yau Tsim Mong,22.307093,114.176919
Kwun Chung Sports Centre,Yau Tsim Mong,22.304724,114.168242
Hong Kong Cultural Centre,Yau Tsim Mong,22.293843,114.170342
Hong Kong Coliseum,Yau Tsim Mong,22.301572,114.182319
Hong Kong Science Museum,Yau Tsim Mong,22.300582,114.176799
Hong Kong Museum of History,Yau Tsim Mong,22.30152,114.177201
Urban Council Centenary Garden (site 8),Yau Tsim Mong,22.299847,114.177606
Tsim Sha Tsui East Waterfront Podium Garden,Yau Tsim Mong,22.296518,114.175832
Middle Road Children’s Playground,Yau Tsim Mong,22.295397,114.174032
Sheung Shui Swimming Pool,North,22.505628,114.131359
Fanling Swimming Pool,North,22.495105,114.13608
North District Park,North,22.498259,114.13387
Fanling Recreation Ground,North,22.493704,114.137689
Pak Fuk Tin Sum Playground,North,22.488607,114.142154
Wo Hing Playground,North,22.484029,114.142843
Tin Ping Sports Centre,North,22.503628,114.13293
Lung Sum Avenue Sports Centre,North,22.504792,114.131387
Wai Ming Street Garden,North,22.486103,114.139682
Fanling Hong Lok Park,North,22.491588,114.143514
North District Sports Ground,North,22.506183,114.129997
Po Wing Road Sports Centre,North,22.496469,114.128622
Wo Hing Sports Centre,North,22.484338,114.14366
On Lok Mun Street Playground,North,22.500299,114.147331
Clear Water Bay Second Beach,Sai Kung,22.28721,114.287635
Silverstrand Beach,Sai Kung,22.322748,114.271697
Sai Kung Squash Courts,Sai Kung,22.383432,114.274855
Tseung Kwan O Swimming Pool,Sai Kung,22.317694,114.259841
"Sai Kung Tang Shiu Kin Sports  Ground - 41 Fuk Man Rd.,  Sai Kung",Sai Kung,22.383122,114.273096
Po Tsui Park,Sai Kung,22.325733,114.253398
Po Hong Park,Sai Kung,22.318924,114.257941
Tsui Lam Sports Centre,Sai Kung,22.322339,114.249637
Po Lam Sports Centre,Sai Kung,22.325832,114.255179
Tseung Kwan O Sports Centre,Sai Kung,22.317724,114.259391
Man Yee Playground,Sai Kung,22.381327,114.271779
Mau Tai Road Garden,Sai Kung,22.321103,114.256509
Hang Hau Man Kuk Lane Park,Sai Kung,22.313292,114.265392
Yau Yue Wan Playground,Sai Kung,22.327167,114.259103
Wai Man Road Playground,Sai Kung,22.382917,114.274946
Lady MacLehose Holiday Village,Sai Kung,22.4084,114.322795
Sai Kung Outdoor Recreation Centre,Sai Kung,22.376126,114.266582
Chong Hing Water Sports Centre,Sai Kung,22.377153,114.335532
The Jockey Club Wong Shek Water Sports Centre,Tai Po,22.434129,114.336901
Sai Kung Waterfront Park,Sai Kung,22.382544,114.274261
Clear Water Bay First Beach,Sai Kung,22.29136,114.291356
Sheung Ning Playground,Sai Kung,22.315103,114.262441
Tseung Kwan O Sports Ground,Sai Kung,22.311212,114.263188
Tong Ming Street Sitting-out Area,Sai Kung,22.310324,114.260023
Chui Ling Lane Playground,Sai Kung,22.304081,114.250554
Hang Hau Sports Centre,Sai Kung,22.317289,114.268578
Fuk Man Garden,Sai Kung,22.383893,114.271362
Wan Po Road Pet Garden,Sai Kung,22.305594,114.269249
Tong Ming Street Park,Sai Kung,22.310106,114.258526
"Hin Tin Swimming Pool, Che Kung Miu Road",Sha Tin,22.36705,114.173802
"Ma On Shan Swimming Pool, On Chun Street",Sha Tin,22.42682,114.229422
"Sha Tin Jockey Club Swimming Pool, Yuen Wo Road",Sha Tin,22.383556,114.193133
"Sha Tin Sports Ground, Yuen Wo Road",Sha Tin,22.387351,114.19648
"Ma On Shan Sports Ground, Hang Hong Street",Sha Tin,22.421341,114.227631
"Sha Tin Park, Yuen Wo Road",Sha Tin,22.380092,114.190076
"Ma On Shan Park, On Chun Street",Sha Tin,22.426498,114.231394
"Yuen Wo Playground, 16 Yuen Wo Road, Sha Tin",Sha Tin,22.386441,114.195644
"Pai Tau Village Playground, Pai Tau Street",Sha Tin,22.38498,114.187214
"Siu Lek Yuen Road Playground, Yuen Wo Road",Sha Tin,22.388395,114.204292
"Tsang Tai Uk Recreation Ground, Sha Kok Street",Sha Tin,22.374996,114.19029
"Hin Tin Playground, Che Kung Miu Road",Sha Tin,22.365416,114.172115
"Che Kung Miu Road Playground, Che Kung Miu Road",Sha Tin,22.368105,114.175966
"On Luk Street Park, On Luk Street",Sha Tin,22.422916,114.229718
"Yuen Chau Kok Park, Yuen Chau Kok Road",Sha Tin,22.382579,114.199309
"Yuen Wo Road Sports Centre, Yuen Wo Road",Sha Tin,22.382912,114.192699
"Hin Keng Sports Centre, Che Kung Miu Road",Sha Tin,22.363218,114.171296
"Mei Lam Sports Centre, Mei Lam Estate",Sha Tin,22.379029,114.175625
"G/F, LCSD Headquarters, 1-3 Pai Tau Street",Sha Tin,22.384896,114.188694
Sha Tin Town Hall,Sha Tin,22.380854,114.189299
Hong Kong Heritage Museum,Sha Tin,22.377331,114.185456
Hang Hong Street Garden and Ma On Shan Recreation Ground,Sha Tin,22.419987,114.229049
"Ma On Shan Sports Centre, On Chun Street, Ma On Shan",Sha Tin,22.425913,114.229608
"Adjunction to the Light Refreshment Kiosk of Ma On Shan Park (No. 12, On Chun Street, Ma On Shan)",Sha Tin,22.427823,114.230913
"Ma On Shan Promenade, Ning Tai Road, Ma On Shan",Sha Tin,22.42711,114.233631
"Pek Shek Kok Promenade , Ma Liu Shui",Sha Tin,22.429567,114.208985
Tai Wai Playground,Sha Tin,22.375107,114.179818
Li Cheng Uk Swimming Pool,Sham Shui Po,22.33859,114.161853
Lai Chi Kok Park Swimming Pool,Sham Shui Po,22.340808,114.137111
Sham Shui Po Park Swimming Pool,Sham Shui Po,22.331742,114.15533
Sham Shui Po Sports Ground,Sham Shui Po,22.336195,114.151454
Lai Chi Kok Park,Sham Shui Po,22.334069,114.14006
Sham Shui Po Park,Sham Shui Po,22.33132,114.156542
Shek Kip Mei Park,Sham Shui Po,22.33506,114.169731
Tai Hang Tung Recreation Ground,Sham Shui Po,22.32811,114.170833
Tung Chau Street Park,Sham Shui Po,22.326219,114.159493
Lai Chi Kok Garden,Sham Shui Po,22.33785,114.139568
Fa Hui Park,Sham Shui Po,22.32683,114.173327
Hing Wah Street Playground,Sham Shui Po,22.338148,114.154702
Li Cheng Uk Playground,Sham Shui Po,22.33766,114.16083
Maple Street Playground,Sham Shui Po,22.327624,114.164873
Nam Cheong Park,Sham Shui Po,22.324198,114.157326
Po On Road Playground,Sham Shui Po,22.339654,114.157361
To Yuen Street Playground,Sham Shui Po,22.334589,114.173972
Cornwall Street Squash and Table Tennis Centre,Sham Shui Po,22.339096,114.172786
Lai Chi Kok Park Sports Centre,Sham Shui Po,22.340827,114.13739
Pei Ho Street Sports Centre,Sham Shui Po,22.329375,114.161169
Po On Road Sports Centre,Sham Shui Po,22.338409,114.158029
Shek Kip Mei Park Sports Centre,Sham Shui Po,22.337096,114.17028
Sheung Lei Uk Garden,Sham Shui Po,22.336635,114.161767
Cornwall Street Park,Sham Shui Po,22.338198,114.174368
Shek Kip Mei Service Reservoir Playground,Sham Shui Po,22.340564,114.165628
Tai Hang Tung Estate Playground No.1,Sham Shui Po,22.329837,114.170838
Nam Cheong Street Amenity Plot,Sham Shui Po,22.327437,114.161666
Cheung Sha Wan Playground,Sham Shui Po,22.335062,114.155244
Pao Yue Kong Swimming Pool,Southern,22.24546,114.166051
Deep Water Bay Beach,Southern,22.245909,114.186012
Repulse Bay Beach,Southern,22.236884,114.196669
Middle Bay Beach,Southern,22.229498,114.198128
South Bay Beach,Southern,22.224577,114.197779
Stanley Main Beach,Southern,22.220853,114.214041
Hairpin Beach,Southern,22.224048,114.214816
Turtle Cove Beach,Southern,22.232964,114.222989
St. Stephen's Beach,Southern,22.211824,114.214918
Chung Hom Kok Beach,Southern,22.217416,114.202304
Shek O Beach,Southern,22.229118,114.250323
Big Wave Bay Beach  (adjacent to toilet for the disabled),Southern,22.246679,114.246375
St. Stephen’s Beach Water Sports Centre,Southern,22.211643,114.214644
Aberdeen Sports Ground,Southern,22.248975,114.171308
Waterfall Bay Road(near Wah Fu Estate) Waterfall Bay Park,Southern,22.250797,114.134731
Aberdeen Promenade,Southern,22.247069,114.155403
Ap Lei Chau Main Street (Ap Lei Chau Park),Southern,22.245001,114.157501
Aberdeen Tennis and Squash Centre,Southern,22.246934,114.159842
Ap Lei Chau Sports Centre,Southern,22.244481,114.155515
Yue Kwong Road Sports Centre,Southern,22.250422,114.157046
Aberdeen Sports Centre,Southern,22.249392,114.15444
Wong Chuk Hang Sports Centre,Southern,22.249506,114.172971
Stanley Main Beach Water Sports Centre,Southern,22.220242,114.214089
Stanley Sports Centre,Southern,22.219209,114.212241
"Ap Lei Chau, Lei Chi Road (Ap Lei Chau Wind Tower Park)",Southern,22.244475,114.152817
Tai Po Swimming Pool,Tai Po,22.454698,114.163135
Tai Po Sports Ground,Tai Po,22.455337,114.161723
Tai Po Waterfront Park,Tai Po,22.451156,114.179039
Tai Po Old Market Playground,Tai Po,22.451867,114.165603
Wan Tau Kok Playground,Tai Po,22.445712,114.16931
Yuen Shin Park,Tai Po,22.452125,114.176699
Yuen Chau Tsui Park,Tai Po,22.445937,114.177306
Tai Po Central Town Square,Tai Po,22.453956,114.169433
Tai Po Sports Centre,Tai Po,22.455466,114.165006
Tai Wo Sports Centre,Tai Po,22.450546,114.160899
Fu Shin Sports Centre,Tai Po,22.453919,114.174201
Fu Heng Sports Centre,Tai Po,22.458084,114.171413
Tai Mei Tuk Water Sports Centre,Tai Po,22.468197,114.233496
Kwong Fuk Football Ground,Tai Po,22.447516,114.171574
Tai Po Tau Playground,Tai Po,22.45387,114.159201
Mui Shue Hang Playground,Tai Po,22.454943,114.15235
Tai Po Hui Sports Centre,Tai Po,22.446329,114.166531
Kwong Fuk Park,Tai Po,22.445898,114.173569
Tai Mei Tuk Barbecue Area,Tai Po,22.471558,114.232712
On Pong Road Sitting-out Area,Tai Po,22.452317,114.169869
Pak Shek Kok Promenade,Tai Po,22.42999,114.20897
Lido Beach,Tsuen Wan,22.367904,114.076307
Shing Mun Valley Swimming Pool,Tsuen Wan,22.373154,114.123149
Tseun King Circuit Wu Chung Swimming Pool,Tsuen Wan,22.377897,114.104236
Tso Kung Tam Outdoor Recreation Centre,Tsuen Wan,22.385697,114.105919
Shing Mun Valley Sports Ground,Tsuen Wan,22.376314,114.127665
Tsuen Wing Street Playground,Tsuen Wan,22.368052,114.121033
Circle Park,Tsuen Wan,22.370104,114.123834
"Jockey Club Tak Wah Park, Tak Wah Street",Tsuen Wan,22.369915,114.118362
"Tsuen Wan Park, Wing Shun Street",Tsuen Wan,22.367061,114.113427
